subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,Backpacking in Southeast Asia,,47,When are you going? I will be travelling from Beijing to Singapore overland in a span of about 7 weeks during May and June. I'd like to meet up with fellow pinoy travellers around that time.,26-Feb-07,heymikey,0.59,"3,342","i am currently doing my itenerary for this. plan ko is singapore-malaysia-thailand-cambodia-vietnam...not sure pa sa cambodia coz i heard bad travelleres' tales sa cambodia. sino gusto sumama? of course, hindi libre ha. the more the merrier.",sweet_ryan,,,
Travel and Leisure,Backpacking in Southeast Asia,,48,"^ wow that's good! plan ko din june pero if di mag push thru, i'll do it on october...medyo matagal pa pero i'm planning na din kasi excited na ako:-)",26-Feb-07,sweet_ryan,0.51,"2,888",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,49,"hello, may train po ba in singapore na nagoperate ng 1:00-2:00 AM? kse po alanganin un check out namin sa hotel eh.. thanks",26-Feb-07,irishanne,0.01,28,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,50,^Bakit maghohotel ka pa? Avail of the luxury in Changi Airport!,26-Feb-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,51,"Just a quick question: If I have a flight to catch at 7:15AM, can I check-in at Changi at around 11:00PM the previous night and just sleep at the airport?",2-Mar-07,heymikey,0.59,"3,342",^Bakit maghohotel ka pa? Avail of the luxury in Changi Airport!,-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,52,"Here is a rough itinerary for Southeast Asia. Which places not on this list are worth visiting, and which places in the list aren't? I will be arriving in Vietnam from China and I have to be in Singapore in about 4 weeks after in order to catch my flight to Japan. Is this doable in 4 weeks? Vietnam: Hanoi Halong Bay Hue (is it possible to go to Siem Reap from Hue without passing HCMC?) Cambodia: Siem Reap Thailand: Bangkok Chiang Mai (is it worth the stop???) Phuket or Krabi (which is better? which is closer to the Koh Phi Phi islands?) Malaysia: Penang or Langkawi (which is better?) Kuala Lumpur Malacca Singapore",2-Mar-07,heymikey,0.59,"3,342",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,53,Of course. Just pay a few dollars for a shower in their bathrooms. May napping areas sa Changi.,3-Mar-07,-=+cZaRiNa+=-,4.24,"18,337","Just a quick question: If I have a flight to catch at 7:15AM, can I check-in at Changi at around 11:00PM the previous night and just sleep at the airport?",heymikey,,,
Travel and Leisure,Backpacking in Southeast Asia,,54,may napping areas din ba sa bangkok airport? thanks,3-Mar-07,KL,0.1,414,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,55,"Not sure but I think meron naman. Mero naman siguro lahat ng airport, hindi nga lang as luxurious as Changi's.",3-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",may napping areas din ba sa bangkok airport? thanks,KL,,,
Travel and Leisure,Backpacking in Southeast Asia,,56,sa changi may Starbucks...24Hrs sya bukas...dami dun tumatambay na byahero in all types of races guilty ako dun,3-Mar-07,floreno,1.63,"10,414",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,57,Wow! Parang maa-addict ako lalo sa Starbucks.,4-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",sa changi may Starbucks...24Hrs sya bukas...dami dun tumatambay na byahero in all types of races guilty ako dun,floreno,,,
Travel and Leisure,Backpacking in Southeast Asia,,58,"Yup. It's faster too. Seriously, kung point to point lang naman ang kailangan mo, JetStar is the way to go.",5-Mar-07,monsterboy,1.06,"6,438",Good deal ba ang Silk Air or Tiger Airways Singapore to Siem Reap (one way)? O land transpo na lang? http://www.silkair.com/mbe/images/loading.gif,-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,59,Ok sana kung merong Bangkok-Siem Reap kasi ito ang trail ng backpacking ko: Singapore-Kuala Lumpur-Phuket-Bangkok-Siem Reap. The most possible route for Jetstar with that itinerary is Singapore-Siem Reap. So pa'no na ang KL-Phuket-Bangkok?,5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337","Yup. It's faster too. Seriously, kung point to point lang naman ang kailangan mo, JetStar is the way to go.",monsterboy,,,
Travel and Leisure,Backpacking in Southeast Asia,,60,There's a flight from Bangkok to Siam Reap,5-Mar-07,monsterboy,1.06,"6,438",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,61,"http://upload.wikimedia.org/wikipedia/en/1/17/Logo_airasia.gif In Air Asia, may Bangkok-Phom Penh-Bangkok (err, no direct flight to Siem Reap) at 3,198 baht or roughly 4,689.56 pesos.",5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,62,"Really? Just low-cost no frills airline please. What's it, btw?",5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",There's a flight from Bangkok to Siam Reap,monsterboy,,,
Travel and Leisure,Backpacking in Southeast Asia,,63,"Bangkok Airways 11,000 baht is so EXPENSIVE! Bangkok to Siem Reap overland",5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,http://www.travelfish.org/feature/71
Travel and Leisure,Backpacking in Southeast Asia,,64,"Unfortunately, I don't think I will be able to check-in early at Changi. It varies from airline to airline. I will be flying with United Airlines from Singapore to Tokyo and, according to the website , they don't have early check-in. Since my flight is at 7:15 AM and I have to be at the airport at least 2 hours before departure, and since the MRT only starts operating just before 6AM, I will either have to take a taxi (which I don't want to) or camp out at the check-in counter (which I also don't want to). Are there buses in Singapore that operate early in the morning? Or better yet, are there any cheap accommodations just beside the airport that is cheap (under USD30)?",15-Mar-07,heymikey,0.59,"3,342",Of course. Just pay a few dollars for a shower in their bathrooms. May napping areas sa Changi.,-=+cZaRiNa+=-,,,http://www.changiairport.com/changi/en/airport_guide/departure/check_in/early_checkin.html
Travel and Leisure,Backpacking in Southeast Asia,,65,"^Maybe, try browsing that website for the answer.",16-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,66,"^ I guess I'll just take a cab. According to the responses from this thread , it shouldn't be as expensive as I once thought.",16-Mar-07,heymikey,0.59,"3,342",,,,,http://forum.virtualtourist.com/10/discussion-333988-1-1-Travel-0-2123-Singapore-discussion.html?wosid=bWaktwOC09QxDO4qFpuJN0
Travel and Leisure,Backpacking in Southeast Asia,,67,"czarina: Bangkok Airways nga yun. Mahal! heymikey: You could check out Changi's hotel airport/lounge. It's about 18USD...near the cinema. Check mo na lang ang complete facilities ng SIN airport - it's one the world's best, so I'm sure you'll find one of their facilities that'll suit your needs",18-Mar-07,monsterboy,1.06,"6,438",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,68,monsterboy : I think AirAsia Siem Reap-KL is a good deal. I should take the bus and train (quite a challenge and adventure) from Bangkok to Siem Reap. Para naman maexperience ko yung mga pinopost sa Tales of Asia. Then Siem Reap-KL na lang via AirAsia.,18-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,69,"^ Czarina, kelan yung SEA backpack tour mo?",19-Mar-07,sweet_ryan,0.51,"2,888",,,,,
Travel and Leisure,Backpacking in Southeast Asia,burma/myanmar,70,"I'm including Burma in my SE Asia backpacking. Will visit Yangon, Mandalay and Inle Lake. I'm travelling solo. I really need some input on where to stay, budget to be allocated, etc. I searched online but I can't seem to find hotels with ""good"" reviews. Pls help. Thanks.",14-Apr-07,ngyaaaw,0,16,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,71,"Wow Burma! If I had the time, I would have definitely included it in my itinerary. Anyway, according to my Lonely Planet guidebook, you should allocate around USD12-20 a day (it was printed last year so I will have to say around USD 15-30 a day). Other prices listed: guesthouse: USD3-8 4hr bus ride: USD1.50-2.50 beer: USD1 visa: USD20 for 28 days (extension: USD36)",14-Apr-07,heymikey,0.59,"3,342",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,72,"Siguro next year. Hotels? Try looking for the cheapest ho S tels, I guess traveling is not for luxury but for adventure and discovery of new cultures and traditions. Siguro yan ang na-suggest ko kasi I'm more on adventure kasi. I'm even considering not to check in hostels but to sleep in airport, bus terminal or at the park. Dapat may kasama ako nun ha at sure akong secured ang place.",14-Apr-07,-=+cZaRiNa+=-,4.24,"18,337","^ Czarina, kelan yung SEA backpack tour mo?,<sep>,I'm including Burma in my SE Asia backpacking. Will visit Yangon, Mandalay and Inle Lake. I'm travelling solo. I really need some input on where to stay, budget to be allocated, etc. I searched online but I can't seem to find hotels with ""good"" reviews. Pls help. Thanks.","sweet_ryan,ngyaaaw",,,
Travel and Leisure,Backpacking in Southeast Asia,,73,"Singapore-Vietnam here I come! Mla-Sin : Php10,000 (PAL) Sin-Viet : Php 5,000 (Tiger)",15-Apr-07,barabbas,0.02,80,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,74,"^Ouch, ang mahal ng MNL-SIN via PR (not recommended for backpacking).",15-Apr-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,myanmar,75,"i don't mind sleeping in a train/bus/ferry or even at airports, but myanmar does have a reputation of being ""not-too-welcoming"" with outsiders (what with all their quirky policies, but hey its their turf). hmm. medyo challenging 'tong leg na to ng trip. good luck na lang sa 'kin.",17-Apr-07,ngyaaaw,0,16,"Siguro next year. Hotels? Try looking for the cheapest ho S tels, I guess traveling is not for luxury but for adventure and discovery of new cultures and traditions. Siguro yan ang na-suggest ko kasi I'm more on adventure kasi. I'm even considering not to check in hostels but to sleep in airport, bus terminal or at the park. Dapat may kasama ako nun ha at sure akong secured ang place.",-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,76,"I'm scared din sa Myanmar. Military government, naku natatakot na ako.",17-Apr-07,-=+cZaRiNa+=-,4.24,"18,337","i don't mind sleeping in a train/bus/ferry or even at airports, but myanmar does have a reputation of being ""not-too-welcoming"" with outsiders (what with all their quirky policies, but hey its their turf). hmm. medyo challenging 'tong leg na to ng trip. good luck na lang sa 'kin.",ngyaaaw,,,
Travel and Leisure,Backpacking in Southeast Asia,,77,"Hi, anybody here can suggest an itinerary, I plan to enter and exit via Singapore, what's a good route? My initial thoughts are Singapore - Indonesia (via Bintan then Jakarta then Bali) then Bangkok then Malaysia then back to Singapore.",3-Jun-07,liontamer,0.27,"1,055",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,78,next year? 25k budget mo? parang gusto ko sumama ah! wala kasi akong mahanap na kasama.. pipilitin ko pa friend ko..,3-Jun-07,sassy_gurlü,0.48,"2,270",Siguro next year.,-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,79,"ako yayain nyo..... sama ako, kaladkarin ako!",4-Jun-07,baileys^,0.13,580,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,80,"sassy_gurlü , hindi ako matutuloy eh. Maghihintay muna ako ng tamang panahon although di ko naman masyadong problema ang pera. Haaay life.",4-Jun-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,81,wow. MONEY IS NOT A PROBLEM TO YOU.... sana ako din.... nyeheheh!,4-Jun-07,baileys^,0.13,580,"sassy_gurlü , hindi ako matutuloy eh. Maghihintay muna ako ng tamang panahon although di ko naman masyadong problema ang pera. Haaay life.",-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,82,^Hindi kami mayaman pero mas malaki kong problema eh ang panahon ko.,4-Jun-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,83,naku! okay lang naman yun.. hindi rin kasi ako nagmamadali kasi kapos pa ako sa budget eh.. need to save money muna..,5-Jun-07,sassy_gurlü,0.48,"2,270","sassy_gurlü , hindi ako matutuloy eh. Maghihintay muna ako ng tamang panahon although di ko naman masyadong problema ang pera. Haaay life.",-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,84,pwede bang one way ticket to singapore then train(pero wala pang tickets) to Malaysia-Thailand-Cambodia then one way to ticket to manila na. di ba magkakaproblema sa immigration sa mga countries na nabanggit ko?,13-Jun-07,maratangtang,0,9,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,85,"usually pag-overland, hindi ka hahanapan ng return tickets. actually from my experience, racism lang ang pagtatanong ng return tickets. I have met a lot of backpackers when I traveled last year, there are 3 Scottish people that I've met and they are teaching English in Thailand on a tourist visa. Once the visa is about to expire, they usually go to the border for a visa run then comeback for a few days to have a ""renewed"" 3 months visa. wag lang kayo papa-intimidate. Oh, and by the way, brace yourself at the Cambodia-Thailand border. hehehe. You're in for a ride. Extra careful ha, daming mandurukot. hehehe.",14-Jun-07,SuPeR_MaN,0.31,"2,003",pwede bang one way ticket to singapore then train(pero wala pang tickets) to Malaysia-Thailand-Cambodia then one way to ticket to manila na. di ba magkakaproblema sa immigration sa mga countries na nabanggit ko?,maratangtang,,,
Travel and Leisure,Backpacking in Southeast Asia,,86,"eto pala blog ko, though it wasn't updated for a while, I am sure included yung Southeast Asia trip ko diyan. http://lonelypinoy.blogspot.com",14-Jun-07,SuPeR_MaN,0.31,"2,003",,,,,http://lonelypinoy.blogspot.com
Travel and Leisure,Backpacking in Southeast Asia,,87,ahhh so hindi ako haharangin sa singapore kahit exit ticket ko sa bangkok pa dahil wala pa ako train tickets.,15-Jun-07,maratangtang,0,9,"usually pag-overland, hindi ka hahanapan ng return tickets. actually from my experience, racism lang ang pagtatanong ng return tickets. I have met a lot of backpackers when I traveled last year, there are 3 Scottish people that I've met and they are teaching English in Thailand on a tourist visa. Once the visa is about to expire, they usually go to the border for a visa run then comeback for a few days to have a ""renewed"" 3 months visa. wag lang kayo papa-intimidate. Oh, and by the way, brace yourself at the Cambodia-Thailand border. hehehe. You're in for a ride. Extra careful ha, daming mandurukot. hehehe.",SuPeR_MaN,,,
